source,idColName,iden,text,startByte,endByte,pdncID
pdnc,qID,Q206-0,the poor fellow,116293,116308,15
pdnc,qID,Q206-0,my dear,116317,116324,3
pdnc,qID,Q206-0,him,116341,116344,15
pdnc,qID,Q206-0,him,116357,116360,15
pdnc,qID,Q206-0,the only Lebrun who is worth a pinch of salt,116377,116421,15
pdnc,qID,Q206-0,He,116423,116425,15
pdnc,qID,Q206-0,him,116479,116482,15
pdnc,qID,Q206-0,Victor,116489,116495,18
pdnc,qID,Q206-0,Robert,116546,116552,15
pdnc,qID,Q206-0,him,116567,116570,18
pdnc,qID,Q207-0,he,116603,116605,15
pdnc,qID,Q207-0,his brother,116630,116641,18
exp,exp_name,edna,Edna,116652,116656,3
exp,exp_name,robert,Robert,116683,116689,15
pdnc,qID,Q208-0,he,116722,116724,15
pdnc,qID,Q208-0,him,116734,116737,18
booknlp,COREF,84,Mademoiselle,116775,116787,7
pdnc,qID,Q208-1,a Spanish girl,116803,116817,9
pdnc,qID,Q208-1,Victor,116824,116830,18
pdnc,qID,Q208-1,he,116847,116849,18
pdnc,qID,Q208-1,He,116879,116881,18
pdnc,qID,Q208-1,Robert,116886,116892,15
pdnc,qID,Q208-1,the girl,116912,116920,9
pdnc,qID,Q208-1,her,116938,116941,9
pdnc,qID,Q208-1,her,116959,116962,9
pdnc,qID,Q208-1,her,116976,116979,9
booknlp,COREF,84,I,116987,116988,7
pdnc,qID,Q208-1,he,117014,117016,18
pdnc,qID,Q208-1,Robert,117054,117060,15
pdnc,qID,Q208-1,him,117066,117069,18
pdnc,qID,Q208-1,him,117108,117111,18
pdnc,qID,Q208-1,he,117169,117171,18
pdnc,qID,Q209-0,her,117200,117203,9
pdnc,qID,Q209-0,Mariequita,117209,117219,9
exp,exp_name,edna,Edna,117228,117232,3
pdnc,qID,Q210-0,Mariequita,117236,117246,9
pdnc,qID,Q210-0,Mariequita,117265,117275,9
booknlp,COREF,84,I,117277,117278,7
pdnc,qID,Q210-0,she,117298,117301,9
pdnc,qID,Q210-0,Mariequita,117335,117345,9
exp,exp_name,edna,Edna,117349,117353,3
exp,exp_name,mademoiselle reisz,Mademoiselle Reisz,117369,117387,7
booknlp,COREF,84,Mademoiselle,117588,117600,7
exp,exp_name,edna,Edna,117708,117712,3
exp,exp_name,mademoiselle reisz,Mademoiselle Reisz,117843,117861,7
booknlp,COREF,84,Mademoiselle,117891,117903,7
booknlp,COREF,84,She,117912,117915,7
exp,exp_name,edna,Edna,117975,117979,3
booknlp,COREF,84,her,117996,117999,7
booknlp,COREF,84,She,118014,118017,7
booknlp,COREF,84,She,118038,118041,7
exp,exp_name,edna,Edna,118053,118057,3
booknlp,COREF,84,her,118074,118077,7
booknlp,COREF,84,her,118101,118104,7
booknlp,COREF,84,she,118164,118167,7
booknlp,COREF,84,her,118177,118180,7
pdnc,qID,Q211-0,you,118199,118202,7
exp,exp_name,edna,Edna,118217,118221,3
pdnc,qID,Q212-0,you,118242,118245,3
exp,exp_name,edna,Edna,118280,118284,3
pdnc,qID,Q213-1,Mademoiselle,118337,118349,7
exp,exp_name,mademoiselle reisz,Mademoiselle Reisz,118368,118386,7
exp,exp_name,mr. pontellier,Mr. Pontellier,119308,119322,5
exp,exp_name,mr. pontellier,Mr. Pontellier,119325,119339,5
booknlp,COREF,49,his,119371,119374,5
booknlp,COREF,49,He,119460,119462,5
booknlp,COREF,49,his,119478,119481,5
booknlp,COREF,49,his,119521,119524,5
booknlp,COREF,49,he,119640,119642,5
booknlp,COREF,49,his,119677,119680,5
exp,exp_name,mrs. pontellier,Mrs. Pontellier,119734,119749,3
exp,exp_name,a maid,A maid,120035,120041,8
exp,exp_name,mrs. pontellier,Mrs. Pontellier,120137,120152,3
exp,exp_name,mrs. pontellier,Mrs. Pontellier,120355,120370,3
exp,exp_name,mr. pontellier,Mr. Pontellier,120530,120544,5
booknlp,COREF,49,his,120550,120553,5
booknlp,COREF,49,He,120711,120713,5
booknlp,COREF,49,his,120718,120721,5
exp,exp_name,mrs. pontellier,Mrs. Pontellier,121034,121049,3
exp,exp_name,mr. pontellier,Mr. Pontellier,121130,121144,5
booknlp,COREF,49,he,121198,121200,5
pdnc,qID,Q215-0,Edna,121267,121271,3
pdnc,qID,Q215-0,you,121282,121285,3
booknlp,COREF,49,he,121307,121309,5
booknlp,COREF,49,He,121317,121319,5
booknlp,COREF,49,his,121327,121330,5
exp,exp_name,edna,Edna,121455,121459,3
pdnc,qID,Q217-1,you,121749,121752,3
pdnc,qID,Q217-1,you,121778,121781,3
pdnc,qID,Q219-0,you,121868,121871,3
pdnc,qID,Q221-0,my dear,122062,122069,3
pdnc,qID,Q221-0,you,122086,122089,3
pdnc,qID,Q221-0,you,122253,122256,3
pdnc,qID,Q221-0,you,122267,122270,3
pdnc,qID,Q221-0,you,122305,122308,3
pdnc,qID,Q221-0,your,122356,122360,3
exp,exp_name,mrs. pontellier,Mrs. Pontellier,122756,122771,3
pdnc,qID,Q224-0,Mr. Pontellier,122786,122800,5
exp,exp_name,mr. pontellier,Mr. Pontellier,122838,122852,5
exp,exp_name,mr. pontellier,Mr. Pontellier,122877,122891,5
booknlp,COREF,49,his,122913,122916,5
booknlp,COREF,49,he,122978,122980,5
pdnc,qID,Q225-0,you,123148,123151,3
pdnc,qID,Q225-0,Edna,123164,123168,3
pdnc,qID,Q225-0,you,123170,123173,3
pdnc,qID,Q225-0,You,123309,123312,3
pdnc,qID,Q225-0,Mrs. James Highcamp,123341,123360,13
pdnc,qID,Q225-0,you,123378,123381,3
pdnc,qID,Q225-0,Mrs. Highcamp,123398,123411,13
exp,exp_name,madame,Madame,123426,123432,17
exp,exp_name,edna,Edna,123582,123586,3
pdnc,qID,Q226-1,you,123618,123621,5
exp,exp_name,mr. pontellier,Mr. Pontellier,123833,123847,5
exp,exp_name,edna,Edna,123868,123872,3
booknlp,COREF,49,his,123953,123956,5
booknlp,COREF,49,he,123968,123970,5
booknlp,COREF,49,me,124046,124048,5
booknlp,COREF,49,he,124051,124053,5
pdnc,qID,Q229-0,You,124186,124189,5
exp,exp_name,edna,Edna,124239,124243,3
pdnc,qID,Q230-0,you,124387,124390,3
booknlp,COREF,49,I,124407,124408,5
booknlp,COREF,49,my,124441,124443,5
booknlp,COREF,49,me,124524,124526,5
booknlp,COREF,49,my,124531,124533,5
pdnc,qID,Q231-0,you,124557,124560,5
exp,exp_name,edna,Edna,124575,124579,3
exp,exp_name,edna,Edna,125341,125345,3
exp,exp_name,maid,maid,125694,125698,8
exp,exp_name,a maid,A maid,126914,126920,8
exp,exp_name,edna,Edna,127047,127051,3
pdnc,qID,Q234-0,you,127096,127099,3
pdnc,qID,Q234-0,your,127131,127135,3
pdnc,qID,Q234-0,ma'am,127142,127147,3
pdnc,qID,Q234-1,your,127260,127264,3
pdnc,qID,Q234-1,ma'am,127271,127276,3
exp,exp_name,edna,Edna,127297,127301,3
exp,exp_name,mr. pontellier,Mr. Pontellier,127400,127414,5
booknlp,COREF,49,his,127433,127436,5
exp,exp_name,edna,Edna,127451,127455,3
booknlp,COREF,49,him,127478,127481,5
booknlp,COREF,49,I,127547,127548,5
pdnc,qID,Q235-0,L once,127584,127590,5
pdnc,qID,Q235-0,you,127623,127626,5
booknlp,COREF,49,I,127648,127649,5
pdnc,qID,Q235-0,you,127664,127667,5
pdnc,qID,Q236-0,my dear Edna,127748,127760,3
booknlp,COREF,49,he,127779,127781,5
booknlp,COREF,49,He,127788,127790,5
booknlp,COREF,49,him,127843,127846,5
booknlp,COREF,49,He,127872,127874,5
booknlp,COREF,49,he,128038,128040,5
exp,exp_name,edna,Edna,128527,128531,3
exp,exp_name,mr. pontellier,Mr. Pontellier,128941,128955,5
exp,exp_name,mr. pontellier,Mr. Pontellier,129033,129047,5
booknlp,COREF,49,he,129100,129102,5
booknlp,COREF,49,He,129113,129115,5
booknlp,COREF,49,he,129150,129152,5
exp,exp_name,edna,Edna,129157,129161,3
exp,exp_name,edna,Edna,129267,129271,3
exp,exp_name,edna,Edna,129986,129990,3
exp,exp_name,robert,Robert,130035,130041,15
booknlp,COREF,53,him,130117,130120,15
booknlp,COREF,53,him,130181,130184,15
booknlp,COREF,53,his,130344,130347,15
booknlp,COREF,53,his,130368,130371,15
booknlp,COREF,53,his,130379,130382,15
exp,exp_name,edna,Edna,130577,130581,3
exp,exp_name,madame ratignolle,Madame Ratignolle,130600,130617,0
exp,exp_name,edna,Edna,130805,130809,3
exp,exp_name,ratignolle,Ratignolle,130865,130875,0
booknlp,COREF,53,His,130954,130957,15
exp,exp_name,ratignolle,Ratignolle,131015,131025,0
exp,exp_name,edna,Edna,131264,131268,3
exp,exp_name,edna,Edna,131864,131868,3
exp,exp_name,edna,Edna,132018,132022,3
exp,exp_name,edna,Edna,132158,132162,3
exp,exp_name,ratignolle,Ratignolle,132414,132424,0
exp,exp_name,edna,Edna,132583,132587,3
exp,exp_name,madame ratignolle,Madame Ratignolle,132744,132761,0
pdnc,qID,Q238-0,your,132954,132958,0
exp,exp_name,edna,Edna,132983,132987,3
pdnc,qID,Q238-1,you,133173,133176,0
pdnc,qID,Q238-1,you,133195,133198,0
exp,exp_name,madame ratignolle,Madame Ratignolle,133318,133335,0
pdnc,qID,Q239-0,Your,133553,133557,3
pdnc,qID,Q239-0,dear,133577,133581,3
exp,exp_name,edna,Edna,133607,133611,3
pdnc,qID,Q241-0,you,133645,133648,3
exp,exp_name,madame ratignolle,Madame Ratignolle,133661,133678,0
exp,exp_name,edna,Edna,134007,134011,3
exp,exp_name,madame ratignolle,Madame Ratignolle,134201,134218,0
exp,exp_name,ratignolle,Ratignolle,134390,134400,0
exp,exp_name,edna,Edna,134722,134726,3
exp,exp_name,edna,Edna,134944,134948,3
exp,exp_name,ratignolle,Ratignolle,135179,135189,0
exp,exp_name,edna,Edna,135652,135656,3
exp,exp_name,madame ratignolle,Madame Ratignolle,135966,135983,0
exp,exp_name,edna,Edna,136209,136213,3
exp,exp_name,edna,Edna,136344,136348,3
exp,exp_name,mr. pontellier,Mr. Pontellier,136929,136943,5
booknlp,COREF,49,he,136991,136993,5
booknlp,COREF,49,his,137032,137035,5
booknlp,COREF,49,him,137107,137110,5
booknlp,COREF,49,him,137123,137126,5
booknlp,COREF,49,him,137189,137192,5
exp,exp_name,mr. pontellier,Mr. Pontellier,137199,137213,5
exp,exp_name,edna,Edna,137227,137231,3
exp,exp_name,edna,Edna,137539,137543,3
pdnc,qID,Q245-0,Madame Ratignolle,137663,137680,0
pdnc,qID,Q245-0,she,137690,137693,0
pdnc,qID,Q245-0,her,137703,137706,0
pdnc,qID,Q245-0,she,137714,137717,0
pdnc,qID,Q245-0,she,137763,137766,0
pdnc,qID,Q245-0,you,137793,137796,3
pdnc,qID,Q246-0,She,137815,137818,0
pdnc,qID,Q248-0,you,137978,137981,5
exp,exp_name,mr. pontellier,Mr. Pontellier,138016,138030,5
booknlp,COREF,49,his,138051,138054,5
booknlp,COREF,49,He,138107,138109,5
booknlp,COREF,49,he,138163,138165,5
booknlp,COREF,49,his,138387,138390,5
exp,exp_name,edna,Edna,138399,138403,3
exp,exp_name,edna,Edna,138904,138908,3
exp,exp_name,maid,maid,138957,138961,8
exp,exp_name,maid,maid,139041,139045,8
exp,exp_name,edna,Edna,139082,139086,3
exp,exp_name,edna,Edna,139250,139254,3
exp,exp_name,edna,Edna,140471,140475,3
exp,exp_name,mademoiselle reisz,Mademoiselle Reisz,140486,140504,7
booknlp,COREF,84,her,140644,140647,7
exp,exp_name,mademoiselle reisz,Mademoiselle Reisz,140813,140831,7
exp,exp_name,edna,Edna,141075,141079,3
exp,exp_name,mademoiselle reisz,Mademoiselle Reisz,141267,141285,7
exp,exp_name,edna,Edna,141412,141416,3
exp,exp_name,madame,Madame,141472,141478,17
booknlp,COREF,84,Mademoiselle,141552,141564,7
booknlp,COREF,84,her,141581,141584,7
exp,exp_name,mademoiselle reisz,Mademoiselle Reisz,141623,141641,7
booknlp,COREF,84,her,141684,141687,7
booknlp,COREF,84,her,141751,141754,7
booknlp,COREF,84,her,141786,141789,7
booknlp,COREF,84,she,141886,141889,7
booknlp,COREF,84,she,141969,141972,7
exp,exp_name,edna,Edna,141984,141988,3
exp,exp_name,mademoiselle reisz,Mademoiselle Reisz,142005,142023,7
exp,exp_name,madame lebrun,Madame Lebrun,142209,142222,6
exp,exp_name,madame ratignolle,Madame Ratignolle,142293,142310,0
exp,exp_name,edna,Edna,142510,142514,3
exp,exp_name,madame lebrun,Madame Lebrun,142525,142538,6
exp,exp_name,edna,Edna,142962,142966,3
exp,exp_name,victor,Victor,143069,143075,18
booknlp,COREF,78,his,143166,143169,18
exp,exp_name,edna,Edna,143197,143201,3
exp,exp_name,victor,Victor,143357,143363,18
exp,exp_name,mrs. pontellier,Mrs. Pontellier,143399,143414,3
booknlp,COREF,78,he,143420,143422,18
booknlp,COREF,78,his,143457,143460,18
booknlp,COREF,78,his,143477,143480,18
booknlp,COREF,78,He,143490,143492,18
booknlp,COREF,78,his,143567,143570,18
booknlp,COREF,78,He,143615,143617,18
exp,exp_name,madame lebrun,Madame Lebrun,143670,143683,6
exp,exp_name,mrs. pontellier,Mrs. Pontellier,143689,143704,3
exp,exp_name,victor,Victor,143897,143903,18
exp,exp_name,edna,Edna,144038,144042,3
exp,exp_name,edna,Edna,144153,144157,3
exp,exp_name,victor,Victor,144422,144428,18
booknlp,COREF,78,his,144437,144440,18
booknlp,COREF,78,He,144459,144461,18
booknlp,COREF,78,he,144559,144561,18
booknlp,COREF,78,He,144597,144599,18
booknlp,COREF,78,He,144686,144688,18
booknlp,COREF,78,he,144722,144724,18
booknlp,COREF,78,he,144853,144855,18
exp,exp_name,mrs. pontellier,Mrs. Pontellier,144865,144880,3
booknlp,COREF,78,he,144906,144908,18
booknlp,COREF,78,he,144964,144966,18
booknlp,COREF,78,He,145008,145010,18
booknlp,COREF,78,his,145025,145028,18
booknlp,COREF,78,he,145049,145051,18
booknlp,COREF,78,He,145080,145082,18
booknlp,COREF,78,he,145130,145132,18
exp,exp_name,mrs. pontellier,Mrs. Pontellier,145159,145174,3
booknlp,COREF,78,him,145294,145297,18
booknlp,COREF,78,he,145322,145324,18
booknlp,COREF,78,he,145372,145374,18
exp,exp_name,mrs. pontellier,Mrs. Pontellier,145419,145434,3
booknlp,COREF,78,him,145448,145451,18
booknlp,COREF,78,he,145468,145470,18
booknlp,COREF,78,him,145518,145521,18
exp,exp_name,mrs. pontellier,Mrs. Pontellier,145673,145688,3
exp,exp_name,madame lebrun,Madame Lebrun,145803,145816,6
exp,exp_name,mrs. pontellier,Mrs. Pontellier,145940,145955,3
exp,exp_name,mr. pontellier,Mr. Pontellier,146059,146073,5
exp,exp_name,mrs. pontellier,Mrs. Pontellier,146113,146128,3
exp,exp_name,victor,Victor,146163,146169,18
booknlp,COREF,78,his,146216,146219,18
booknlp,COREF,78,he,146242,146244,18
exp,exp_name,edna,Edna,146265,146269,3
booknlp,COREF,78,He,146278,146280,18
booknlp,COREF,78,he,146324,146326,18
booknlp,COREF,78,he,146345,146347,18
booknlp,COREF,78,him,146383,146386,18
booknlp,COREF,78,he,146390,146392,18
booknlp,COREF,78,his,146400,146403,18
exp,exp_name,madame lebrun,Madame Lebrun,146415,146428,6
exp,exp_name,victor,Victor,146531,146537,18
booknlp,COREF,78,he,146544,146546,18
booknlp,COREF,78,him,146613,146616,18
booknlp,COREF,78,his,146628,146631,18
exp,exp_name,edna,Edna,146729,146733,3
exp,exp_name,robert,Robert,146861,146867,15
exp,exp_name,victor,Victor,146905,146911,18
booknlp,COREF,78,his,146982,146985,18
booknlp,COREF,78,him,147003,147006,18
booknlp,COREF,78,He,147032,147034,18
booknlp,COREF,78,he,147075,147077,18
booknlp,COREF,78,He,147202,147204,18
booknlp,COREF,78,his,147253,147256,18
booknlp,COREF,78,he,147334,147336,18
booknlp,COREF,78,He,147410,147412,18
booknlp,COREF,78,he,147515,147517,18
booknlp,COREF,78,He,147531,147533,18
booknlp,COREF,78,his,147539,147542,18
booknlp,COREF,78,He,147563,147565,18
booknlp,COREF,78,his,147586,147589,18
booknlp,COREF,78,him,147642,147645,18
booknlp,COREF,78,his,147653,147656,18
exp,exp_name,edna,Edna,147715,147719,3
exp,exp_name,mademoiselle reisz,Mademoiselle Reisz,147923,147941,7
exp,exp_name,madame lebrun,Madame Lebrun,147944,147957,6
exp,exp_name,mademoiselle reisz,Mademoiselle Reisz,147969,147987,7
exp,exp_name,edna,Edna,148004,148008,3
exp,exp_name,mademoiselle reisz,Mademoiselle Reisz,148129,148147,7
exp,exp_name,victor,Victor,148206,148212,18
booknlp,COREF,84,her,148222,148225,7
booknlp,COREF,84,her,148257,148260,7
booknlp,COREF,84,her,148287,148290,7
booknlp,COREF,78,he,148297,148299,18
booknlp,COREF,84,her,148323,148326,7
booknlp,COREF,78,He,148328,148330,18
booknlp,COREF,84,her,148341,148344,7
booknlp,COREF,84,She,148427,148430,7
booknlp,COREF,78,him,148452,148455,18
booknlp,COREF,84,she,148492,148495,7
pdnc,qID,Q249-0,Mrs. Pontellier,148552,148567,3
exp,exp_name,madame lebrun,Madame Lebrun,148582,148595,6
booknlp,COREF,78,he,148622,148624,18
pdnc,qID,Q250-1,her,148669,148672,3
pdnc,qID,Q250-1,she,148683,148686,3
exp,exp_name,mademoiselle reisz,Mademoiselle Reisz,148766,148784,7
booknlp,COREF,84,her,148924,148927,7
booknlp,COREF,84,her,149201,149204,7
booknlp,COREF,84,she,149383,149386,7
booknlp,COREF,84,she,149420,149423,7
booknlp,COREF,84,she,149459,149462,7
booknlp,COREF,84,her,149470,149473,7
booknlp,COREF,84,she,149562,149565,7
booknlp,COREF,84,her,149579,149582,7
exp,exp_name,edna,Edna,149670,149674,3
exp,exp_name,mademoiselle reisz,Mademoiselle Reisz,149686,149704,7
exp,exp_name,edna,Edna,149896,149900,3
pdnc,qID,Q251-0,you,150149,150152,3
booknlp,COREF,84,me,150164,150166,7
booknlp,COREF,84,Mademoiselle,150182,150194,7
booknlp,COREF,84,I,150197,150198,7
booknlp,COREF,84,myself,150211,150217,7
pdnc,qID,Q252-0,you,150258,150261,7
exp,exp_name,edna,Edna,150286,150290,3
booknlp,COREF,84,I,150307,150308,7
booknlp,COREF,84,Mademoiselle,150350,150362,7
pdnc,qID,Q253-1,you,150473,150476,3
pdnc,qID,Q253-1,You,150560,150563,3
pdnc,qID,Q253-1,la belle dame,150602,150615,3
booknlp,COREF,84,She,150670,150673,7
exp,exp_name,edna,Edna,150679,150683,3
booknlp,COREF,84,her,150699,150702,7
booknlp,COREF,84,she,150828,150831,7
booknlp,COREF,84,I,150842,150843,7
booknlp,COREF,84,I,150979,150980,7
pdnc,qID,Q254-2,you,151002,151005,3
booknlp,COREF,84,me,151011,151013,7
pdnc,qID,Q254-2,Mrs. Pontellier,151015,151030,3
pdnc,qID,Q255-0,you,151063,151066,7
exp,exp_name,edna,Edna,151084,151088,3
exp,exp_name,mrs. pontellier,Mrs. Pontellier,151160,151175,3
exp,exp_name,mademoiselle reisz,Mademoiselle Reisz,151204,151222,7
booknlp,COREF,84,She,151224,151227,7
booknlp,COREF,84,her,151238,151241,7
booknlp,COREF,84,her,151329,151332,7
exp,exp_name,edna,Edna,151441,151445,3
exp,exp_name,madame lebrun,Madame Lebrun,151479,151492,6
booknlp,COREF,84,Mademoiselle,151533,151545,7
booknlp,COREF,84,she,151565,151568,7
booknlp,COREF,84,herself,151624,151631,7
booknlp,COREF,84,I,151664,151665,7
pdnc,qID,Q256-0,your friend,151689,151700,15
booknlp,COREF,84,she,151703,151706,7
booknlp,COREF,84,she,151720,151723,7
exp,exp_name,edna,Edna,151751,151755,3
booknlp,COREF,84,My,151786,151788,7
pdnc,qID,Q258-0,your friend Robert,151805,151823,15
pdnc,qID,Q258-0,He,151825,151827,15
booknlp,COREF,84,me,151837,151839,7
pdnc,qID,Q259-0,you,151878,151881,7
exp,exp_name,edna,Edna,151894,151898,3
booknlp,COREF,84,me,151953,151955,7
pdnc,qID,Q260-0,your,151999,152003,3
pdnc,qID,Q260-0,you,152072,152075,3
pdnc,qID,Q260-0,Mrs. Pontellier,152096,152111,3
pdnc,qID,Q263-0,you,152301,152304,7
booknlp,COREF,84,me,152328,152330,7
pdnc,qID,Q264-0,you,152378,152381,3
pdnc,qID,Q264-0,you,152390,152393,3
exp,exp_name,mrs. pontellier,Mrs. Pontellier,152410,152425,3
pdnc,qID,Q265-0,he,152448,152450,15
exp,exp_name,mrs. pontellier,Mrs. Pontellier,152461,152476,3
exp,exp_name,mrs. pontellier,Mrs. Pontellier,152491,152506,3
exp,exp_name,mrs. pontellier,Mrs. Pontellier,152523,152538,3
booknlp,COREF,84,my,152602,152604,7
booknlp,COREF,84,I,152615,152616,7
booknlp,COREF,84,I,152673,152674,7
pdnc,qID,Q267-0,he,152733,152735,15
booknlp,COREF,84,me,152796,152798,7
pdnc,qID,Q270-0,you,152834,152837,7
booknlp,COREF,84,me,152865,152867,7
booknlp,COREF,84,me,152937,152939,7
pdnc,qID,Q275-0,you,152977,152980,3
booknlp,COREF,84,me,153022,153024,7
pdnc,qID,Q276-0,Your,153026,153030,7
pdnc,qID,Q277-0,you,153088,153091,3
booknlp,COREF,84,me,153102,153104,7
pdnc,qID,Q277-0,you,153135,153138,3
exp,exp_name,edna,Edna,153168,153172,3
pdnc,qID,Q279-0,You,153231,153234,3
pdnc,qID,Q279-0,Madame,153253,153259,3
pdnc,qID,Q280-0,you,153284,153287,7
booknlp,COREF,84,I,153327,153328,7
pdnc,qID,Q281-0,you,153341,153344,3
booknlp,COREF,84,I,153365,153366,7
pdnc,qID,Q281-0,your,153379,153383,3
pdnc,qID,Q281-0,your,153394,153398,3
pdnc,qID,Q282-0,you,153619,153622,7
pdnc,qID,Q284-0,You,153778,153781,7
pdnc,qID,Q285-0,you,153899,153902,3
booknlp,COREF,84,Mademoiselle,153929,153941,7
booknlp,COREF,84,her,153948,153951,7
exp,exp_name,edna,Edna,154050,154054,3
booknlp,COREF,84,Mademoiselle,154087,154099,7
booknlp,COREF,84,She,154162,154165,7
exp,exp_name,edna,Edna,154179,154183,3
booknlp,COREF,84,Mademoiselle,154251,154263,7
booknlp,COREF,84,She,154314,154317,7
booknlp,COREF,84,her,154362,154365,7
exp,exp_name,edna,Edna,154564,154568,3
exp,exp_name,robert,Robert,154652,154658,15
booknlp,COREF,84,Mademoiselle,154689,154701,7
exp,exp_name,edna,Edna,155161,155165,3
pdnc,qID,Q286-0,Mademoiselle,155336,155348,7
pdnc,qID,Q287-0,you,155395,155398,3
booknlp,COREF,84,Mademoiselle,155476,155488,7
exp,exp_name,robert,Robert,155517,155523,15
booknlp,COREF,84,She,155551,155554,7
booknlp,COREF,84,Mademoiselle,155618,155630,7
booknlp,COREF,53,his,155744,155747,15
exp,exp_name,mr. pontellier,Mr. Pontellier,155762,155776,5
booknlp,COREF,53,his,155801,155804,15
exp,exp_name,doctor mandelet,Doctor Mandelet,155838,155853,2
exp,exp_name,the doctor,The Doctor,155855,155865,2
booknlp,COREF,352,his,155928,155931,2
booknlp,COREF,352,He,155941,155943,2
booknlp,COREF,352,his,156034,156037,2
booknlp,COREF,352,him,156154,156157,2
booknlp,COREF,352,he,156182,156184,2
exp,exp_name,mr. pontellier,Mr. Pontellier,156283,156297,5
exp,exp_name,the doctor,the Doctor,156304,156314,2
booknlp,COREF,53,his,156345,156348,15
booknlp,COREF,53,His,156356,156359,15
booknlp,COREF,53,He,156514,156516,15
booknlp,COREF,53,He,156537,156539,15
booknlp,COREF,53,his,156570,156573,15
exp,exp_name,mr. pontellier,Mr. Pontellier,156589,156603,5
booknlp,COREF,53,him,156655,156658,15
pdnc,qID,Q288-0,Pontellier,156694,156704,5
booknlp,COREF,53,I,156716,156717,15
pdnc,qID,Q288-0,you,156759,156762,5
booknlp,COREF,53,He,156784,156786,15
booknlp,COREF,53,I,156942,156943,15
pdnc,qID,Q289-0,Doctor,156958,156964,2
pdnc,qID,Q289-0,You,156966,156969,2
booknlp,COREF,53,I,156980,156981,15
booknlp,COREF,53,I,157076,157077,15
pdnc,qID,Q289-0,you,157134,157137,2
pdnc,qID,Q289-0,Edna,157144,157148,3
booknlp,COREF,53,I,157150,157151,15
pdnc,qID,Q289-0,her,157173,157176,3
pdnc,qID,Q290-0,Madame Pontellier,157181,157198,3
exp,exp_name,the doctor,the Doctor,157219,157229,2
booknlp,COREF,352,I,157237,157238,2
pdnc,qID,Q290-1,her,157243,157246,3
booknlp,COREF,352,I,157247,157248,2
booknlp,COREF,352,me,157337,157339,2
pdnc,qID,Q291-0,she,157354,157357,3
exp,exp_name,mr. pontellier,Mr. Pontellier,157382,157396,5
booknlp,COREF,49,his,157427,157430,5
booknlp,COREF,49,his,157445,157448,5
pdnc,qID,Q291-1,she,157465,157468,3
pdnc,qID,Q291-1,She,157487,157490,3
pdnc,qID,Q291-1,she,157498,157501,3
booknlp,COREF,49,I,157522,157523,5
pdnc,qID,Q291-1,her,157535,157538,3
booknlp,COREF,49,I,157548,157549,5
pdnc,qID,Q291-1,you,157566,157569,2
booknlp,COREF,49,me,157577,157579,5
pdnc,qID,Q292-0,she,157593,157596,3
exp,exp_name,the doctor,the Doctor,157612,157622,2
exp,exp_name,mr. pontellier,Mr. Pontellier,157664,157678,5
booknlp,COREF,49,himself,157689,157696,5
booknlp,COREF,49,his,157705,157708,5
pdnc,qID,Q293-1,She,157717,157720,3
pdnc,qID,Q294-0,my dear Pontellier,157802,157820,5
pdnc,qID,Q295-0,you,157868,157871,2
pdnc,qID,Q295-0,Her,157892,157895,3
pdnc,qID,Q295-0,You,157963,157966,2
pdnc,qID,Q295-0,my wife,158057,158064,3
pdnc,qID,Q295-0,She,158156,158159,3
pdnc,qID,Q295-1,She,158229,158232,3
pdnc,qID,Q295-1,her,158262,158265,3
pdnc,qID,Q295-1,you,158315,158318,2
pdnc,qID,Q296-0,you,158533,158536,5
pdnc,qID,Q296-0,her,158551,158554,3
pdnc,qID,Q296-0,Pontellier,158556,158566,5
pdnc,qID,Q298-0,she,158596,158599,3
exp,exp_name,the doctor,the Doctor,158608,158618,2
pdnc,qID,Q298-1,she,158639,158642,3
booknlp,COREF,352,My,158744,158746,2
booknlp,COREF,352,me,158769,158771,2
exp,exp_name,mr. pontellier,Mr. Pontellier,158817,158831,5
pdnc,qID,Q299-1,she,158834,158837,3
pdnc,qID,Q299-1,She,158876,158879,3
pdnc,qID,Q299-1,her,158894,158897,3
pdnc,qID,Q299-1,her,158936,158939,3
booknlp,COREF,49,I,159041,159042,5
pdnc,qID,Q299-1,you,159048,159051,2
pdnc,qID,Q299-1,she,159052,159055,3
booknlp,COREF,49,I,159068,159069,5
booknlp,COREF,49,I,159085,159086,5
exp,exp_name,the doctor,the Doctor,159146,159156,2
booknlp,COREF,352,he,159180,159182,2
pdnc,qID,Q300-1,her,159225,159228,3
pdnc,qID,Q301-0,She,159278,159281,3
pdnc,qID,Q301-0,The old gentleman,159330,159347,16
pdnc,qID,Q301-0,her father,159349,159359,16
booknlp,COREF,49,I,159361,159362,5
pdnc,qID,Q301-0,his,159393,159396,16
pdnc,qID,Q301-0,his,159415,159418,16
booknlp,COREF,49,I,159437,159438,5
pdnc,qID,Q301-0,his,159461,159464,16
booknlp,COREF,49,I,159544,159545,5
pdnc,qID,Q302-0,your wife,159747,159756,3
exp,exp_name,the doctor,the Doctor,159787,159797,2
pdnc,qID,Q302-1,her,159833,159836,3
pdnc,qID,Q302-1,her,159848,159851,3
pdnc,qID,Q302-1,her,159887,159890,3
booknlp,COREF,49,I,159912,159913,5
pdnc,qID,Q303-0,her,159919,159922,3
pdnc,qID,Q303-0,She,159930,159933,3
pdnc,qID,Q303-0,She,159960,159963,3
